,city
4503,Prague (I)
4504,Prague (I)
4505,Prague (I)
4506,Prague (I)
4507,Prague (I)
4508,Prague (I)
4509,Prague (I)
4510,Prague (I)
4511,Brno
4512,Brno
4513,Brno
4514,Brno
4515,Brno
4516,Brno
4517,Brno
4518,Brno
4519,Brno
4520,Brno
4521,Brno
4522,Brno
4523,Brno
4524,Brno
4525,Brno
4526,Brno
4527,Brno
4528,Ostrava
4529,Ostrava
4530,Ostrava
4531,Ostrava
4532,Ostrava
4533,Ostrava
4534,Ostrava
4535,Ostrava
4536,Ostrava
4537,Ostrava
4538,Ostrava
4539,Ostrava
4540,Ostrava
4541,Ostrava
4542,Ostrava
4543,Ostrava
4544,Ostrava
4545,Prague (II)
4546,Prague (II)
4547,Prague (II)
4548,Prague (II)
4549,Prague (II)
4550,Prague (II)
4551,Prague (II)
4552,Prague (II)
4553,Prague (II)
4554,Prague (II)
4555,Prague (II)
4556,Prague (II)
4557,Prague (II)
4558,Prague (II)
4559,Prague (II)
4560,Prague (II)
4561,Prague (II)
4562,Copenhagen (I)
4563,Copenhagen (I)
4564,Copenhagen (I)
4565,Copenhagen (I)
4566,Copenhagen (I)
4567,Copenhagen (I)
4568,Copenhagen (I)
4569,Copenhagen (I)
4570,Copenhagen (I)
4571,Copenhagen (I)
4572,Copenhagen (I)
4573,Copenhagen (I)
4574,Copenhagen (I)
4575,Copenhagen (I)
4576,Copenhagen (I)
4577,Copenhagen (I)
4578,Copenhagen (I)
4579,Copenhagen (II)
4580,Copenhagen (II)
4581,Copenhagen (II)
4582,Copenhagen (II)
4583,Copenhagen (II)
4584,Copenhagen (II)
4585,Copenhagen (II)
4586,Copenhagen (II)
4587,Copenhagen (II)
4588,Copenhagen (II)
4589,Copenhagen (II)
4590,Copenhagen (II)
4591,Copenhagen (II)
4592,Copenhagen (II)
4593,Copenhagen (II)
4594,Copenhagen (II)
4595,Copenhagen (II)
4596,Aalborg (I)
4597,Aalborg (I)
4598,Aalborg (I)
4599,Aalborg (I)
4600,Aalborg (I)
4601,Aalborg (I)
4602,Aalborg (I)
4603,Aalborg (I)
4604,Aalborg (I)
4605,Aalborg (I)
4606,Aalborg (I)
4607,Aalborg (I)
4608,Aalborg (I)
4609,Aalborg (I)
4610,Aalborg (I)
4611,Aalborg (I)
4612,Aalborg (I)
4613,Aalborg (II)
4614,Aalborg (II)
4615,Aalborg (II)
4616,Aalborg (II)
4617,Aalborg (II)
4618,Aalborg (II)
4619,Aalborg (II)
4620,Aalborg (II)
4621,Aalborg (II)
4622,Aalborg (II)
4623,Aalborg (II)
4624,Aalborg (II)
4625,Aalborg (II)
4626,Aalborg (II)
4627,Aalborg (II)
4628,Aalborg (II)
4629,Aalborg (II)
4630,Madrid (I)
4631,Madrid (I)
4632,Madrid (I)
4633,Madrid (I)
4634,Madrid (I)
4635,Madrid (I)
4636,Madrid (I)
4637,Madrid (I)
4638,Madrid (I)
4639,Madrid (I)
4640,Madrid (I)
4641,Madrid (I)
4642,Madrid (I)
4643,Madrid (I)
4644,Madrid (I)
4645,Madrid (I)
4646,Madrid (I)
4647,Madrid (II)
4648,Madrid (II)
4649,Madrid (II)
4650,Madrid (II)
4651,Madrid (II)
4652,Madrid (II)
4653,Madrid (II)
4654,Madrid (II)
4655,Madrid (II)
4656,Madrid (II)
4657,Madrid (II)
4658,Madrid (II)
4659,Madrid (II)
4660,Madrid (II)
4661,Madrid (II)
4662,Madrid (II)
4663,Madrid (II)
4664,Barcelona (I)
4665,Barcelona (I)
4666,Barcelona (I)
4667,Barcelona (I)
4668,Barcelona (I)
4669,Barcelona (I)
4670,Barcelona (I)
4671,Barcelona (I)
4672,Barcelona (I)
4673,Barcelona (I)
4674,Barcelona (I)
4675,Barcelona (I)
4676,Barcelona (I)
4677,Barcelona (I)
4678,Barcelona (I)
4679,Barcelona (I)
4680,Barcelona (I)
4681,Barcelona (II)
4682,Barcelona (II)
4683,Barcelona (II)
4684,Barcelona (II)
4685,Barcelona (II)
4686,Barcelona (II)
4687,Barcelona (II)
4688,Barcelona (II)
4689,Barcelona (II)
4690,Barcelona (II)
4691,Barcelona (II)
4692,Barcelona (II)
4693,Barcelona (II)
4694,Barcelona (II)
4695,Barcelona (II)
4696,Barcelona (II)
4697,Barcelona (II)
4698,Bilbao
4699,Bilbao
4700,Bilbao
4701,Bilbao
4702,Bilbao
4703,Bilbao
4704,Bilbao
4705,Bilbao
4706,Bilbao
4707,Bilbao
4708,Bilbao
4709,Bilbao
4710,Bilbao
4711,Bilbao
4712,Bilbao
4713,Bilbao
4714,Bilbao
4715,Rome (I)
4716,Rome (I)
4717,Rome (I)
4718,Rome (I)
4719,Rome (I)
4720,Rome (I)
4721,Rome (I)
4722,Rome (I)
4723,Rome (I)
4724,Rome (I)
4725,Rome (I)
4726,Rome (I)
4727,Rome (I)
4728,Rome (I)
4729,Rome (I)
4730,Rome (I)
4731,Rome (I)
4732,Rome (II)
4733,Rome (II)
4734,Rome (II)
4735,Rome (II)
4736,Rome (II)
4737,Rome (II)
4738,Rome (II)
4739,Rome (II)
4740,Rome (II)
4741,Rome (II)
4742,Rome (II)
4743,Rome (II)
4744,Rome (II)
4745,Rome (II)
4746,Rome (II)
4747,Rome (II)
4748,Rome (II)
4749,Milano
4750,Milano
4751,Milano
4752,Milano
4753,Milano
4754,Milano
4755,Milano
4756,Milano
4757,Milano
4758,Milano
4759,Milano
4760,Milano
4761,Milano
4762,Milano
4763,Milano
4764,Milano
4765,Milano
4766,Bologna
4767,Bologna
4768,Bologna
4769,Bologna
4770,Bologna
4771,Bologna
4772,Bologna
4773,Bologna
4774,Bologna
4775,Bologna
4776,Bologna
4777,Bologna
4778,Bologna
4779,Bologna
4780,Bologna
4781,Bologna
4782,Bologna
4783,Napoli
4784,Napoli
4785,Napoli
4786,Napoli
4787,Napoli
4788,Napoli
4789,Napoli
4790,Napoli
4791,Napoli
4792,Napoli
4793,Napoli
4794,Napoli
4795,Napoli
4796,Napoli
4797,Napoli
4798,Napoli
4799,Napoli
4800,Berlin (I)
4801,Berlin (I)
4802,Berlin (I)
4803,Berlin (I)
4804,Berlin (I)
4805,Berlin (I)
4806,Berlin (I)
4807,Berlin (I)
4808,Berlin (I)
4809,Berlin (I)
4810,Berlin (I)
4811,Berlin (I)
4812,Berlin (I)
4813,Berlin (I)
4814,Berlin (I)
4815,Berlin (I)
4816,Berlin (I)
4817,Berlin (II)
4818,Berlin (II)
4819,Berlin (II)
4820,Berlin (II)
4821,Berlin (II)
4822,Berlin (II)
4823,Berlin (II)
4824,Berlin (II)
4825,Berlin (II)
4826,Berlin (II)
4827,Berlin (II)
4828,Berlin (II)
4829,Berlin (II)
4830,Berlin (II)
4831,Berlin (II)
4832,Berlin (II)
4833,Berlin (II)
4834,Munich
4835,Munich
4836,Munich
4837,Munich
4838,Munich
4839,Munich
4840,Munich
4841,Munich
4842,Munich
4843,Munich
4844,Munich
4845,Munich
4846,Munich
4847,Munich
4848,Munich
4849,Munich
4850,Munich
4851,Hamburg
4852,Hamburg
4853,Hamburg
4854,Hamburg
4855,Hamburg
4856,Hamburg
4857,Hamburg
4858,Hamburg
4859,Hamburg
4860,Hamburg
4861,Hamburg
4862,Hamburg
4863,Hamburg
4864,Hamburg
4865,Hamburg
4866,Hamburg
4867,Hamburg
4868,Frankfurt
4869,Frankfurt
4870,Frankfurt
4871,Frankfurt
4872,Frankfurt
4873,Frankfurt
4874,Frankfurt
4875,Frankfurt
4876,Frankfurt
4877,Frankfurt
4878,Frankfurt
4879,Frankfurt
4880,Frankfurt
4881,Frankfurt
4882,Frankfurt
4883,Frankfurt
4884,Frankfurt
4885,Cologne
4886,Cologne
4887,Cologne
4888,Cologne
4889,Cologne
4890,Cologne
4891,Cologne
4892,Cologne
4893,Cologne
4894,Cologne
4895,Cologne
4896,Cologne
4897,Cologne
4898,Cologne
4899,Cologne
4900,Cologne
4901,Cologne
4902,Paris (I)
4903,Paris (I)
4904,Paris (I)
4905,Paris (I)
4906,Paris (I)
4907,Paris (I)
4908,Paris (I)
4909,Paris (I)
4910,Paris (I)
4911,Paris (I)
4912,Paris (I)
4913,Paris (I)
4914,Paris (I)
4915,Paris (I)
4916,Paris (I)
4917,Paris (I)
4918,Paris (I)
4919,Paris (II)
4920,Paris (II)
4921,Paris (II)
4922,Paris (II)
4923,Paris (II)
4924,Paris (II)
4925,Paris (II)
4926,Paris (II)
4927,Paris (II)
4928,Paris (II)
4929,Paris (II)
4930,Paris (II)
4931,Paris (II)
4932,Paris (II)
4933,Paris (II)
4934,Paris (II)
4935,Paris (II)
4936,Marseille
4937,Marseille
4938,Marseille
4939,Marseille
4940,Marseille
4941,Marseille
4942,Marseille
4943,Marseille
4944,Marseille
4945,Marseille
4946,Marseille
4947,Marseille
4948,Marseille
4949,Marseille
4950,Marseille
4951,Marseille
4952,Marseille
4953,Lyon
4954,Lyon
4955,Lyon
4956,Lyon
4957,Lyon
4958,Lyon
4959,Lyon
4960,Lyon
4961,Lyon
4962,Lyon
4963,Lyon
4964,Lyon
4965,Lyon
4966,Lyon
4967,Lyon
4968,Lyon
4969,Lyon
4970,Bordeaux
4971,Bordeaux
4972,Bordeaux
4973,Bordeaux
4974,Bordeaux
4975,Bordeaux
4976,Bordeaux
4977,Bordeaux
4978,Bordeaux
4979,Bordeaux
4980,Bordeaux
4981,Bordeaux
4982,Bordeaux
4983,Bordeaux
4984,Bordeaux
4985,Bordeaux
4986,Bordeaux
4987,Nantes
4988,Nantes
4989,Nantes
4990,Nantes
4991,Nantes
4992,Nantes
4993,Nantes
4994,Nantes
4995,Nantes
4996,Nantes
4997,Nantes
4998,Nantes
4999,Nantes
5000,Nantes
5001,Nantes
5002,Nantes
5003,Nantes
5004,Brussels (I)
5005,Brussels (I)
5006,Brussels (I)
5007,Brussels (I)
5008,Brussels (I)
5009,Brussels (I)
5010,Brussels (I)
5011,Brussels (I)
5012,Brussels (I)
5013,Brussels (I)
5014,Brussels (I)
5015,Brussels (I)
5016,Brussels (I)
5017,Brussels (I)
5018,Brussels (I)
5019,Brussels (I)
5020,Brussels (I)
5021,Brussels (II)
5022,Brussels (II)
5023,Brussels (II)
5024,Brussels (II)
5025,Brussels (II)
5026,Brussels (II)
5027,Brussels (II)
5028,Brussels (II)
5029,Brussels (II)
5030,Brussels (II)
5031,Brussels (II)
5032,Brussels (II)
5033,Brussels (II)
5034,Brussels (II)
5035,Brussels (II)
5036,Brussels (II)
5037,Brussels (II)
5038,Antwerp
5039,Antwerp
5040,Antwerp
5041,Antwerp
5042,Antwerp
5043,Antwerp
5044,Antwerp
5045,Antwerp
5046,Antwerp
5047,Antwerp
5048,Antwerp
5049,Antwerp
5050,Antwerp
5051,Antwerp
5052,Antwerp
5053,Antwerp
5054,Antwerp
5055,Stockholm
5056,Stockholm
5057,Stockholm
5058,Stockholm
5059,Stockholm
5060,Stockholm
5061,Stockholm
5062,Stockholm
5063,Stockholm
5064,Stockholm
5065,Stockholm
5066,Stockholm
5067,Stockholm
5068,Stockholm
5069,Stockholm
5070,Stockholm
5071,Stockholm
5072,Malmö
5073,Malmö
5074,Malmö
5075,Malmö
5076,Malmö
5077,Malmö
5078,Malmö
5079,Malmö
5080,Malmö
5081,Malmö
5082,Malmö
5083,Malmö
5084,Malmö
5085,Malmö
5086,Malmö
5087,Malmö
5088,Malmö
5089,Gothenburg
5090,Gothenburg
5091,Gothenburg
5092,Gothenburg
5093,Gothenburg
5094,Gothenburg
5095,Gothenburg
5096,Gothenburg
5097,Gothenburg
5098,Gothenburg
5099,Gothenburg
5100,Gothenburg
5101,Gothenburg
5102,Gothenburg
5103,Gothenburg
5104,Gothenburg
5105,Gothenburg
5107,London (I)
5108,London (I)
5109,London (I)
5110,London (I)
5111,London (I)
5112,London (I)
5113,London (I)
5114,London (I)
5115,London (I)
5116,London (I)
5117,London (I)
5118,London (I)
5119,London (I)
5120,London (I)
5121,London (I)
5122,London (I)
5123,London (I)
5124,Manchester
5125,Manchester
5126,Manchester
5127,Manchester
5128,Manchester
5129,Manchester
5130,Manchester
5131,Manchester
5132,Manchester
5133,Manchester
5134,Manchester
5135,Manchester
5136,Manchester
5137,Manchester
5138,Manchester
5139,Manchester
5140,Manchester
5141,Liverpool
5142,Liverpool
5143,Liverpool
5144,Liverpool
5145,Liverpool
5146,Liverpool
5147,Liverpool
5148,Liverpool
5149,Liverpool
5150,Liverpool
5151,Liverpool
5152,Liverpool
5153,Liverpool
5154,Liverpool
5155,Liverpool
5156,Liverpool
5157,Liverpool
5158,Birmingham
5159,Birmingham
5160,Birmingham
5161,Birmingham
5162,Birmingham
5163,Birmingham
5164,Birmingham
5165,Birmingham
5166,Birmingham
5167,Birmingham
5168,Birmingham
5169,Birmingham
5170,Birmingham
5171,Birmingham
5172,Birmingham
5173,Birmingham
5174,Birmingham
5175,Leicester
5176,Leicester
5177,Leicester
5178,Leicester
5179,Leicester
5180,Leicester
5181,Leicester
5182,Leicester
5183,Leicester
5184,Leicester
5185,Leicester
5186,Leicester
5187,Leicester
5188,Leicester
5189,Leicester
5190,Leicester
5191,Leicester
5192,London (II)
5193,London (II)
5194,London (II)
5195,London (II)
5196,London (II)
5197,London (II)
5198,London (II)
5199,London (II)
5200,London (II)
5201,London (II)
5202,London (II)
5203,London (II)
5204,London (II)
5205,London (II)
5206,London (II)
5207,London (II)
5208,London (II)
5209,Warsaw (I)
5210,Warsaw (I)
5211,Warsaw (I)
5212,Warsaw (I)
5213,Warsaw (I)
5214,Warsaw (I)
5215,Warsaw (I)
5216,Warsaw (I)
5217,Warsaw (I)
5218,Warsaw (I)
5219,Warsaw (I)
5220,Warsaw (I)
5221,Warsaw (I)
5222,Warsaw (I)
5223,Warsaw (I)
5224,Warsaw (I)
5225,Warsaw (I)
5226,Warsaw (II)
5227,Warsaw (II)
5228,Warsaw (II)
5229,Warsaw (II)
5230,Warsaw (II)
5231,Warsaw (II)
5232,Warsaw (II)
5233,Warsaw (II)
5234,Warsaw (II)
5235,Warsaw (II)
5236,Warsaw (II)
5237,Warsaw (II)
5238,Warsaw (II)
5239,Warsaw (II)
5240,Warsaw (II)
5241,Warsaw (II)
5242,Warsaw (II)
5243,Poznan
5244,Poznan
5245,Poznan
5246,Poznan
5247,Poznan
5248,Poznan
5249,Poznan
5250,Poznan
5251,Poznan
5252,Poznan
5253,Poznan
5254,Poznan
5255,Poznan
5256,Poznan
5257,Poznan
5258,Poznan
5259,Poznan
5260,Krakow
5261,Krakow
5262,Krakow
5263,Krakow
5264,Krakow
5265,Krakow
5266,Krakow
5267,Krakow
5268,Krakow
5269,Krakow
5270,Krakow
5271,Krakow
5272,Krakow
5273,Krakow
5274,Krakow
5275,Krakow
5276,Krakow
5277,Amsterdam
5278,Amsterdam
5279,Amsterdam
5280,Amsterdam
5281,Amsterdam
5282,Amsterdam
5283,Amsterdam
5284,Amsterdam
5285,Amsterdam
5286,Amsterdam
5287,Amsterdam
5288,Amsterdam
5289,Amsterdam
5290,Amsterdam
5291,Amsterdam
5292,Amsterdam
5293,Amsterdam
5294,Den Haag
5295,Den Haag
5296,Den Haag
5297,Den Haag
5298,Den Haag
5299,Den Haag
5300,Den Haag
5301,Den Haag
5302,Den Haag
5303,Den Haag
5304,Den Haag
5305,Den Haag
5306,Den Haag
5307,Den Haag
5308,Den Haag
5309,Den Haag
5310,Den Haag
5311,Rotterdam
5312,Rotterdam
5313,Rotterdam
5314,Rotterdam
5315,Rotterdam
5316,Rotterdam
5317,Rotterdam
5318,Rotterdam
5319,Rotterdam
5320,Rotterdam
5321,Rotterdam
5322,Rotterdam
5323,Rotterdam
5324,Rotterdam
5325,Rotterdam
5326,Rotterdam
5327,Rotterdam
5328,Groningen
5329,Groningen
5330,Groningen
5331,Groningen
5332,Groningen
5333,Groningen
5334,Groningen
5335,Groningen
5336,Groningen
5337,Groningen
5338,Groningen
5339,Groningen
5340,Groningen
5341,Groningen
5342,Groningen
5343,Groningen
5344,Groningen
5345,Prague (I)
5346,Prague (I)
5347,Prague (I)
5348,Prague (I)
5349,Prague (I)
5350,Prague (I)
5351,Prague (I)
5352,Prague (I)
5353,Prague (I)
5354,Prague (I)
5355,Prague (I)
5356,Prague (I)
5357,Prague (I)
5358,Prague (I)
5359,Prague (I)
5360,Prague (I)
5361,Prague (I)
5362,Brno
5363,Brno
5364,Brno
5365,Brno
5366,Brno
5367,Brno
5368,Brno
5369,Brno
5370,Brno
5371,Brno
5372,Brno
5373,Brno
5374,Brno
5375,Brno
5376,Brno
5377,Brno
5378,Brno
5379,Ostrava
5380,Ostrava
5381,Ostrava
5382,Ostrava
5383,Ostrava
5384,Ostrava
5385,Ostrava
5386,Ostrava
5387,Ostrava
5388,Ostrava
5389,Ostrava
5390,Ostrava
5391,Ostrava
5392,Ostrava
5393,Ostrava
5394,Ostrava
5395,Ostrava
5396,Prague (II)
5397,Prague (II)
5398,Prague (II)
5399,Prague (II)
5400,Prague (II)
5401,Prague (II)
5402,Prague (II)
5403,Prague (II)
5404,Prague (II)
5405,Prague (II)
5406,Prague (II)
5407,Prague (II)
5408,Prague (II)
5409,Prague (II)
5410,Prague (II)
5411,Prague (II)
5412,Prague (II)
5413,Copenhagen (I)
5414,Copenhagen (I)
5415,Copenhagen (I)
5416,Copenhagen (I)
5417,Copenhagen (I)
5418,Copenhagen (I)
5419,Copenhagen (I)
5420,Copenhagen (I)
5421,Copenhagen (I)
5422,Copenhagen (I)
5423,Copenhagen (I)
5424,Copenhagen (I)
5425,Copenhagen (I)
5426,Copenhagen (I)
5427,Copenhagen (I)
5428,Copenhagen (I)
5429,Copenhagen (I)
5430,Copenhagen (II)
5431,Copenhagen (II)
5432,Copenhagen (II)
5433,Copenhagen (II)
5434,Copenhagen (II)
5435,Copenhagen (II)
5436,Copenhagen (II)
5437,Copenhagen (II)
5438,Copenhagen (II)
5439,Copenhagen (II)
5440,Copenhagen (II)
5441,Copenhagen (II)
5442,Copenhagen (II)
5443,Copenhagen (II)
5444,Copenhagen (II)
5445,Copenhagen (II)
5446,Copenhagen (II)
5447,Aalborg (I)
5448,Aalborg (I)
5449,Aalborg (I)
5450,Aalborg (I)
5451,Aalborg (I)
5452,Aalborg (I)
5453,Aalborg (I)
5454,Aalborg (I)
5455,Aalborg (I)
5456,Aalborg (I)
5457,Aalborg (I)
5458,Aalborg (I)
5459,Aalborg (I)
5460,Aalborg (I)
5461,Aalborg (I)
5462,Aalborg (I)
5463,Aalborg (I)
5464,Aalborg (II)
5465,Aalborg (II)
5466,Aalborg (II)
5467,Aalborg (II)
5468,Aalborg (II)
5469,Aalborg (II)
5470,Aalborg (II)
5471,Aalborg (II)
5472,Aalborg (II)
5473,Aalborg (II)
5474,Aalborg (II)
5475,Aalborg (II)
5476,Aalborg (II)
5477,Aalborg (II)
5478,Aalborg (II)
5479,Aalborg (II)
5480,Aalborg (II)
5481,Madrid (I)
5482,Madrid (I)
5483,Madrid (I)
5484,Madrid (I)
5485,Madrid (I)
5486,Madrid (I)
5487,Madrid (I)
5488,Madrid (I)
5489,Madrid (I)
5490,Madrid (I)
5491,Madrid (I)
5492,Madrid (I)
5493,Madrid (I)
5494,Madrid (I)
5495,Madrid (I)
5496,Madrid (I)
5497,Madrid (I)
5498,Madrid (II)
5499,Madrid (II)
5500,Madrid (II)
5501,Madrid (II)
5502,Madrid (II)
5503,Madrid (II)
5504,Madrid (II)
5505,Madrid (II)
5506,Madrid (II)
5507,Madrid (II)
5508,Madrid (II)
5509,Madrid (II)
5510,Madrid (II)
5511,Madrid (II)
5512,Madrid (II)
5513,Madrid (II)
5514,Madrid (II)
5515,Barcelona (I)
5516,Barcelona (I)
5517,Barcelona (I)
5518,Barcelona (I)
5519,Barcelona (I)
5520,Barcelona (I)
5521,Barcelona (I)
5522,Barcelona (I)
5523,Barcelona (I)
5524,Barcelona (I)
5525,Barcelona (I)
5526,Barcelona (I)
5527,Barcelona (I)
5528,Barcelona (I)
5529,Barcelona (I)
5530,Barcelona (I)
5531,Barcelona (I)
5532,Barcelona (II)
5533,Barcelona (II)
5534,Barcelona (II)
5535,Barcelona (II)
5536,Barcelona (II)
5537,Barcelona (II)
5538,Barcelona (II)
5539,Barcelona (II)
5540,Barcelona (II)
5541,Barcelona (II)
5542,Barcelona (II)
5543,Barcelona (II)
5544,Barcelona (II)
5545,Barcelona (II)
5546,Barcelona (II)
5547,Barcelona (II)
5548,Barcelona (II)
5549,Bilbao
5550,Bilbao
5551,Bilbao
5552,Bilbao
5553,Bilbao
5554,Bilbao
5555,Bilbao
5556,Bilbao
5557,Bilbao
5558,Bilbao
5559,Bilbao
5560,Bilbao
5561,Bilbao
5562,Bilbao
5563,Bilbao
5564,Bilbao
5565,Bilbao
5566,Rome (I)
5567,Rome (I)
5568,Rome (I)
5569,Rome (I)
5570,Rome (I)
5571,Rome (I)
5572,Rome (I)
5573,Rome (I)
5574,Rome (I)
5575,Rome (I)
5576,Rome (I)
5577,Rome (I)
5578,Rome (I)
5579,Rome (I)
5580,Rome (I)
5581,Rome (I)
5582,Rome (I)
5583,Rome (II)
5584,Rome (II)
5585,Rome (II)
5586,Rome (II)
5587,Rome (II)
5588,Rome (II)
5589,Rome (II)
5590,Rome (II)
5591,Rome (II)
5592,Rome (II)
5593,Rome (II)
5594,Rome (II)
5595,Rome (II)
5596,Rome (II)
5597,Rome (II)
5598,Rome (II)
5599,Rome (II)
5600,Milano
5601,Milano
5602,Milano
5603,Milano
5604,Milano
5605,Milano
5606,Milano
5607,Milano
5608,Milano
5609,Milano
5610,Milano
5611,Milano
5612,Milano
5613,Milano
5614,Milano
5615,Milano
5616,Milano
5617,Bologna
5618,Bologna
5619,Bologna
5620,Bologna
5621,Bologna
5622,Bologna
5623,Bologna
5624,Bologna
5625,Bologna
5626,Bologna
5627,Bologna
5628,Bologna
5629,Bologna
5630,Bologna
5631,Bologna
5632,Bologna
5633,Bologna
5634,Napoli
5635,Napoli
5636,Napoli
5637,Napoli
5638,Napoli
5639,Napoli
5640,Napoli
5641,Napoli
5642,Napoli
5643,Napoli
5644,Napoli
5645,Napoli
5646,Napoli
5647,Napoli
5648,Napoli
5649,Napoli
5650,Napoli
5651,Berlin (I)
5652,Berlin (I)
5653,Berlin (I)
5654,Berlin (I)
5655,Berlin (I)
5656,Berlin (I)
5657,Berlin (I)
5658,Berlin (I)
5659,Berlin (I)
5660,Berlin (I)
5661,Berlin (I)
5662,Berlin (I)
5663,Berlin (I)
5664,Berlin (I)
5665,Berlin (I)
5666,Berlin (I)
5667,Berlin (I)
5668,Berlin (II)
5669,Berlin (II)
5670,Berlin (II)
5671,Berlin (II)
5672,Berlin (II)
5673,Berlin (II)
5674,Berlin (II)
5675,Berlin (II)
5676,Berlin (II)
5677,Berlin (II)
5678,Berlin (II)
5679,Berlin (II)
5680,Berlin (II)
5681,Berlin (II)
5682,Berlin (II)
5683,Berlin (II)
5684,Berlin (II)
5685,Munich
5686,Munich
5687,Munich
5688,Munich
5689,Munich
5690,Munich
5691,Munich
5692,Munich
5693,Munich
5694,Munich
5695,Munich
5696,Munich
5697,Munich
5698,Munich
5699,Munich
5700,Munich
5701,Munich
5702,Hamburg
5703,Hamburg
5704,Hamburg
5705,Hamburg
5706,Hamburg
5707,Hamburg
5708,Hamburg
5709,Hamburg
5710,Hamburg
5711,Hamburg
5712,Hamburg
5713,Hamburg
5714,Hamburg
5715,Hamburg
5716,Hamburg
5717,Hamburg
5718,Hamburg
5719,Frankfurt
5720,Frankfurt
5721,Frankfurt
5722,Frankfurt
5723,Frankfurt
5724,Frankfurt
5725,Frankfurt
5726,Frankfurt
5727,Frankfurt
5728,Frankfurt
5729,Frankfurt
5730,Frankfurt
5731,Frankfurt
5732,Frankfurt
5733,Frankfurt
5734,Frankfurt
5735,Frankfurt
5736,Cologne
5737,Cologne
5738,Cologne
5739,Cologne
5740,Cologne
5741,Cologne
5742,Cologne
5743,Cologne
5744,Cologne
5745,Cologne
5746,Cologne
5747,Cologne
5748,Cologne
5749,Cologne
5750,Cologne
5751,Cologne
5752,Cologne
5753,Paris (I)
5754,Paris (I)
5755,Paris (I)
5756,Paris (I)
5757,Paris (I)
5758,Paris (I)
5759,Paris (I)
5760,Paris (I)
5761,Paris (I)
5762,Paris (I)
5763,Paris (I)
5764,Paris (I)
5765,Paris (I)
5766,Paris (I)
5767,Paris (I)
5768,Paris (I)
5769,Paris (I)
5770,Paris (II)
5771,Paris (II)
5772,Paris (II)
5773,Paris (II)
5774,Paris (II)
5775,Paris (II)
5776,Paris (II)
5777,Paris (II)
5778,Paris (II)
5779,Paris (II)
5780,Paris (II)
5781,Paris (II)
5782,Paris (II)
5783,Paris (II)
5784,Paris (II)
5785,Paris (II)
5786,Paris (II)
5787,Marseille
5788,Marseille
5789,Marseille
5790,Marseille
5791,Marseille
5792,Marseille
5793,Marseille
5794,Marseille
5795,Marseille
5796,Marseille
5797,Marseille
5798,Marseille
5799,Marseille
5800,Marseille
5801,Marseille
5802,Marseille
5803,Marseille
5804,Lyon
5805,Lyon
5806,Lyon
5807,Lyon
5808,Lyon
5809,Lyon
5810,Lyon
5811,Lyon
5812,Lyon
5813,Lyon
5814,Lyon
5815,Lyon
5816,Lyon
5817,Lyon
5818,Lyon
5819,Lyon
5820,Lyon
5821,Bordeaux
5822,Bordeaux
5823,Bordeaux
5824,Bordeaux
5825,Bordeaux
5826,Bordeaux
5827,Bordeaux
5828,Bordeaux
5829,Bordeaux
5830,Bordeaux
5831,Bordeaux
5832,Bordeaux
5833,Bordeaux
5834,Bordeaux
5835,Bordeaux
5836,Bordeaux
5837,Bordeaux
5838,Nantes
5839,Nantes
5840,Nantes
5841,Nantes
5842,Nantes
5843,Nantes
5844,Nantes
5845,Nantes
5846,Nantes
5847,Nantes
5848,Nantes
5849,Nantes
5850,Nantes
5851,Nantes
5852,Nantes
5853,Nantes
5854,Nantes
5855,Brussels (I)
5856,Brussels (I)
5857,Brussels (I)
5858,Brussels (I)
5859,Brussels (I)
5860,Brussels (I)
5861,Brussels (I)
5862,Brussels (I)
5863,Brussels (I)
5864,Brussels (I)
5865,Brussels (I)
5866,Brussels (I)
5867,Brussels (I)
5868,Brussels (I)
5869,Brussels (I)
5870,Brussels (I)
5871,Brussels (I)
5872,Brussels (II)
5873,Brussels (II)
5874,Brussels (II)
5875,Brussels (II)
5876,Brussels (II)
5877,Brussels (II)
5878,Brussels (II)
5879,Brussels (II)
5880,Brussels (II)
5881,Brussels (II)
5882,Brussels (II)
5883,Brussels (II)
5884,Brussels (II)
5885,Brussels (II)
5886,Brussels (II)
5887,Brussels (II)
5888,Brussels (II)
5889,Antwerp
5890,Antwerp
5891,Antwerp
5892,Antwerp
5893,Antwerp
5894,Antwerp
5895,Antwerp
5896,Antwerp
5897,Antwerp
5898,Antwerp
5899,Antwerp
5900,Antwerp
5901,Antwerp
5902,Antwerp
5903,Antwerp
5904,Antwerp
5905,Antwerp
5906,Stockholm
5907,Stockholm
5908,Stockholm
5909,Stockholm
5910,Stockholm
5911,Stockholm
5912,Stockholm
5913,Stockholm
5914,Stockholm
5915,Stockholm
5916,Stockholm
5917,Stockholm
5918,Stockholm
5919,Stockholm
5920,Stockholm
5921,Stockholm
5922,Stockholm
5923,Malmö
5924,Malmö
5925,Malmö
5926,Malmö
5927,Malmö
5928,Malmö
5929,Malmö
5930,Malmö
5931,Malmö
5932,Malmö
5933,Malmö
5934,Malmö
5935,Malmö
5936,Malmö
5937,Malmö
5938,Malmö
5939,Malmö
5940,Gothenburg
5941,Gothenburg
5942,Gothenburg
5943,Gothenburg
5944,Gothenburg
5945,Gothenburg
5946,Gothenburg
5947,Gothenburg
5948,Gothenburg
5949,Gothenburg
5950,Gothenburg
5951,Gothenburg
5952,Gothenburg
